omega_rad_s,heading_deg,method,body,dof,load,Cd
1.7,0,far_field_global,0,1,-3902.69754277039,-0.0776515894382847
1.7,0,far_field_global,0,2,1.43516852990862e-06,2.85554071864101e-11
1.7,0,far_field_global,0,3,0,0
1.7,0,far_field_global,0,4,0,0
1.7,0,far_field_global,0,5,0,0
1.7,0,far_field_global,0,6,-4.34589101144593e-05,-8.64697663259798e-11
1.7,45,near_field,1,1,10520.9526983006,0.209334361803532
1.7,45,near_field,1,2,10520.4926764396,0.209325208793776
1.7,45,near_field,1,3,40511.4680294967,0.8060526977798
1.7,45,near_field,1,4,20.5414442963675,4.08711098282711e-05
1.7,45,near_field,1,5,-20.5435768241755,-4.08753528978914e-05
1.7,45,near_field,1,6,-0.00208777611992451,-4.15402762644913e-09
1.7,45,far_field_global,0,1,-2760.12538803208,-0.0549179435712841
1.7,45,far_field_global,0,2,-2760.12538749321,-0.0549179435605623
1.7,45,far_field_global,0,3,0,0
1.7,45,far_field_global,0,4,0,0
1.7,45,far_field_global,0,5,0,0
1.7,45,far_field_global,0,6,-1.48744227549886e-06,-2.95954927647799e-12
